IDMunicipio,NomeMunicipio,SiglaUF
3371,Manga,MG
135,Mangaratiba,RJ
310,Mangueirinha,PR
3415,Manhua?u,MG
3417,Manhumirim,MG
2292,Manoel Em?dio,PI
191,Manoel Ribas,PR
1795,Manoel Viana,RS
1349,Manoel Vitorino,BA
1069,Mansid?o,BA
3319,Mantena,MG
4,Manten?polis,ES
1473,Maquin?,RS
3063,Mar Vermelho,AL
2076,Mara Rosa,GO
790,Marab?,PA
3833,Marab? Paulista,SP
1918,Maracaju,MS
540,Maracaj?,SC
2482,Maracana?,CE
730,Maracan?,PA
1050,Maraca?um?,MA
1295,Marac?s,BA
3105,Maragogi,AL
1239,Maragogipe,BA
3014,Maraial,PE
2483,Maranguape,CE
927,Maranh?ozinho,MA
731,Marapanim,PA
70,Marata?zes,ES
1548,Marat?,RS
1700,Marau,RS
3044,Maravilha,AL
3280,Maravilhas,MG
1363,Mara?,BA
2859,Marca??o,PB
1702,Marcelino Ramos,RS
2599,Marcelino Vieira,RN
2045,Marcel?ndia,MT
1296,Marcion?lio Souza,BA
2408,Marco,CE
2392,Marcol?ndia,PI
2294,Marcos Parente,PI
237,Marechal C?ndido Rondon,PR
3110,Marechal Deodoro,AL
35,Marechal Floriano,ES
649,Marechal Thaumaturgo,AC
2863,Mari,PB
3361,Maria da F?,MG
371,Marialva,PR
3508,Mariana,MG
1531,Mariana Pimentel,RS
1703,Mariano Moro,RS
835,Marian?polis do Tocantins,TO
3062,Maribondo,AL
143,Maric?,RJ
158,Mariluz,PR
16,Maril?ndia,ES
175,Maring?,PR
719,Marituba,PA
2731,Mariz?polis,PB
3709,Marli?ria,MG
273,Marmeleiro,PR
3362,Marmel?polis,MG
1697,Marques de Souza,RS
295,Marquinho,PR
3281,Martinho Campos,MG
2612,Martins,RN
3418,Martins Soares,MG
2409,Martin?pole,CE
3174,Maruim,SE
3793,Mar?lia,SP
2423,Massap?,CE
2371,Massap? do Piau?,PI
565,Massaranduba,SC
1704,Mata,RS
3037,Mata Grande,AL
1016,Mata Roma,MA
2858,Mataraca,PB
257,Matel?ndia,PR
3332,Materl?ndia,MG
3282,Mateus Leme,MG
3374,Matias Cardoso,MG
1318,Matina,BA
906,Matinha,MA
2818,Matinhas,PB
3420,Matip?,MG
1466,Mato Castelhano,RS
2705,Mato Grosso,PB
1871,Mato Leit?o,RS
1555,Mato Queimado,RS
367,Mato Rico,PR
3462,Mato Verde,MG
594,Matos Costa,SC
3096,Matriz de Camaragibe,AL
1965,Matup?,MT
2764,Matur?ia,PB
1026,Mat?es,MA
920,Mat?es do Norte,MA
818,Mauril?ndia do Tocantins,TO
2556,Mauriti,CE
366,Mau? da Serra,PR
2677,Maxaranguape,RN
1705,Maximiliano de Almeida,RS
810,Mazag?o,AP
1675,Ma?ambar?,RS
3283,Medeiros,MG
1394,Medeiros Neto,BA
775,Medicil?ndia,PA
3688,Medina,MG
548,Meleiro,SC
3322,Mendes Pimentel,MG
3212,Merc?s,MG
2424,Meruoca,CE
3705,Mesquita,MG
3097,Messias,AL
2578,Messias Targino,RN
2213,Miguel Alves,PI
1132,Miguel Calmon,BA
124,Miguel Pereira,RJ
3777,Miguel?polis,SP
1297,Milagres,BA
1009,Milagres do Maranh?o,MA
2254,Milton Brand?o,PI
2146,Mimoso de Goi?s,GO
66,Mimoso do Sul,ES
3064,Minador do Negr?o,AL
3252,Minas Novas,MG
2078,Mina?u,GO
2157,Mineiros,GO
3464,Mirabela,MG
3828,Miracatu,SP
83,Miracema,RJ
836,Miracema do Tocantins,TO
149,Mirador,PR
3487,Miradouro,MG
1706,Miragua?,RS
1888,Miranda,MS
1052,Miranda do Norte,MA
2885,Mirandiba,PE
3850,Mirand?polis,SP
1133,Mirangaba,BA
1343,Mirante,BA
624,Mirante da Serra,RO
3789,Mirante do Paranapanema,SP
3781,Mirassol,SP
2014,Mirassol d'Oeste,MT
3373,Mirav?nia,MG
3494,Mira?,MG
2430,Mira?ma,CE
436,Mirim Doce,SC
884,Mirinzal,MA
258,Missal,PR
2560,Miss?o Velha,CE
753,Mocajuba,PA
3836,Mococa,SP
604,Modelo,SC
3284,Moema,MG
2845,Mogeiro,PB
1412,Mogi das Cruzes,SP
3773,Mogi Gua?u,SP
2113,Moipor?,GO
3149,Moita Bonita,SE
756,Moju,PA
701,Moju? dos Campos,PA
2509,Momba?a,CE
513,Monda?,SC
3921,Mongagu?,SP
2240,Monsenhor Gil,PI
2356,Monsenhor Hip?lito,PI
3738,Monsenhor Paulo,MG
2490,Monsenhor Tabosa,CE
2814,Montadas,PB
3375,Montalv?nia,MG
18,Montanha,ES
2693,Montanhas,RN
698,Monte Alegre,PA
2090,Monte Alegre de Goi?s,GO
3639,Monte Alegre de Minas,MG
3131,Monte Alegre de Sergipe,SE
2308,Monte Alegre do Piau?,PI
3848,Monte Alegre do Sul,SP
1868,Monte Alegre dos Campos,RS
3800,Monte Apraz?vel,SP
3431,Monte Azul,MG
1536,Monte Belo do Sul,RS
472,Monte Carlo,SC
3727,Monte Carmelo,MG
464,Monte Castelo,SC
2655,Monte das Gameleiras,RN
867,Monte do Carmo,TO
3694,Monte Formoso,MG
2715,Monte Horebe,PB
3834,Monte Mor,SP
1181,Monte Santo,BA
3349,Monte Si?o,MG
2778,Monteiro,PB
1445,Monteiro Lobato,SP
3056,Monteir?polis,AL
1707,Montenegro,RS
1049,Montes Altos,MA
3432,Montes Claros,MG
2073,Montes Claros de Goi?s,GO
3749,Montezuma,MG
2158,Montividiu,GO
2079,Montividiu do Norte,GO
907,Mon??o,MA
2522,Morada Nova,CE
3285,Morada Nova de Minas,MG
2420,Mora?jo,CE
2884,Moreil?ndia,PE
166,Moreira Sales,PR
3030,Moreno,PE
1831,Morma?o,RS
1095,Morpar?,BA
357,Morretes,PR
2171,Morrinhos,GO
1846,Morrinhos do Sul,RS
2326,Morro Cabe?a no Tempo,PI
3592,Morro da Gar?a,MG
1134,Morro do Chap?u,BA
2206,Morro do Chap?u do Piau?,PI
3750,Morro do Pilar,MG
547,Morro Grande,SC
1710,Morro Redondo,RS
1604,Morro Reuter,RS
893,Morros,MA
1319,Mortugaba,BA
2572,Mossor?,RN
2116,Moss?medes,GO
1711,Mostardas,RS
711,Muan?,PA
2431,Mucambo,CE
1274,Mucug?,BA
1395,Mucuri,BA
19,Mucurici,ES
1869,Muitos Cap?es,RS
1590,Muliterno,RS
2470,Mulungu,CE
1124,Mulungu do Morro,BA
1149,Mundo Novo,BA
3363,Munhoz,MG
59,Muniz Freire,ES
67,Muqui,ES
1096,Muqu?m de S?o Francisco,BA
3488,Muria?,MG
3143,Muribeca,SE
3098,Murici,AL
2208,Murici dos Portelas,PI
872,Muricil?ndia,TO
1240,Muritiba,BA
3408,Mutum,MG
2080,Mutun?polis,GO
1298,Mutu?pe,BA
3537,Muzambinho,MG
2735,M?e d'?gua,PB
763,M?e do Rio,PA
648,M?ncio Lima,AC
3201,M?rio Campos,MG
3747,Nacip Raydan,MG
3620,Nanuque,MG
76,Natividade,RJ
1432,Natividade da Serra,SP
2849,Natuba,PB
3364,Nat?rcia,MG
525,Navegantes,SC
1933,Navira?,MS
2725,Nazarezinho,PB
1241,Nazar?,BA
2993,Nazar? da Mata,PE
2301,Nazar? do Piau?,PI
1427,Nazar? Paulista,SP
2242,Naz?ria,PI
3657,Nepomuceno,MG
3160,Ne?polis,SE
680,Nhamund?,AM
1701,Nicolau Vergueiro,RS
3440,Ninheira,MG
1910,Nioaque,MS
2081,Niquel?ndia,GO
1976,Nobres,MT
1716,Nonoai,RS
1182,Nordestina,BA
3137,Nossa Senhora Aparecida,SE
3132,Nossa Senhora da Gl?ria,SE
3144,Nossa Senhora das Dores,SE
3161,Nossa Senhora de Lourdes,SE
2247,Nossa Senhora de Nazar?,PI
2026,Nossa Senhora do Livramento,MT
3178,Nossa Senhora do Socorro,SE
2214,Nossa Senhora dos Rem?dios,PI
1717,Nova Alvorada,RS
1919,Nova Alvorada do Sul,MS
2100,Nova Am?rica,GO
1905,Nova Andradina,MS
1959,Nova Bandeirantes,MT
1719,Nova Bassano,RS
3321,Nova Bel?m,MG
1987,Nova Brasil?ndia,MT
627,Nova Brasil?ndia D'Oeste,RO
3862,Nova Campina,SP
1350,Nova Cana?,BA
1966,Nova Cana? do Norte,MT
1596,Nova Candel?ria,RS
1046,Nova Colinas,MA
2063,Nova Crix?s,GO
2666,Nova Cruz,RN
3504,Nova Era,MG
800,Nova Esperan?a do Piri?,PA
274,Nova Esperan?a do Sudoeste,PR
2802,Nova Floresta,PB
100,Nova Friburgo,RJ
202,Nova F?tima,PR
2101,Nova Gl?ria,GO
1968,Nova Guarita,MT
1721,Nova Hartz,RS
1382,Nova Ibi?,BA
141,Nova Igua?u,RJ
780,Nova Ipixuna,PA
488,Nova Itaberaba,SC
1299,Nova Itarana,BA
2002,Nova Lacerda,MT
301,Nova Laranjeiras,PR
2060,Nova Maring?,MT
1961,Nova Monte Verde,MT
1977,Nova Mutum,MT
3621,Nova M?dica,MG
861,Nova Olinda,TO
949,Nova Olinda do Maranh?o,MA
677,Nova Olinda do Norte,AM
2057,Nova Ol?mpia,MT
1722,Nova Palma,RS
2772,Nova Palmeira,PB
1723,Nova Petr?polis,RS
3642,Nova Ponte,MG
3433,Nova Porteirinha,MG
1724,Nova Prata,RS
275,Nova Prata do Igua?u,PR
1497,Nova Ramada,RS
1275,Nova Reden??o,BA
3541,Nova Resende,MG
2091,Nova Roma,GO
1725,Nova Roma do Sul,RS
2491,Nova Russas,CE
1983,Nova Santa Helena,MT
1571,Nova Santa Rita,RS
3286,Nova Serrana,MG
1195,Nova Soure,BA
192,Nova Tebas,PR
742,Nova Timboteua,PA
558,Nova Trento,SC
1985,Nova Ubirat?,MT
621,Nova Uni?o,RO
408,Nova Veneza,SC
7,Nova Ven?cia,ES
1396,Nova Vi?osa,BA
1997,Nova Xavantina,MT
866,Novo Acordo,TO
1734,Novo Barreiro,RS
1553,Novo Cabrais,RS
3604,Novo Cruzeiro,MG
2145,Novo Gama,GO
1726,Novo Hamburgo,RS
1263,Novo Horizonte,BA
633,Novo Horizonte do Oeste,RO
3099,Novo Lino,AL
1861,Novo Machado,RS
1964,Novo Mundo,MT
2492,Novo Oriente,CE
3625,Novo Oriente de Minas,MG
2279,Novo Oriente do Piau?,PI
2064,Novo Planalto,GO
769,Novo Progresso,PA
781,Novo Repartimento,PA
2054,Novo Santo Ant?nio,MT
1998,Novo S?o Joaquim,MT
1489,Novo Tiradentes,RS
1196,Novo Triunfo,BA
1593,Novo Xingu,RS
3439,Novorizonte,MG
1713,N?o-Me-Toque,RS
2686,N?sia Floresta,RN
2475,Ocara,CE
2339,Oeiras,PI
3391,Olaria,MG
2745,Olho d'?gua,PB
977,Olho d'?gua das Cunh?s,MA
3057,Olho d'?gua das Flores,AL
3040,Olho d'?gua do Casado,AL
2262,Olho D'?gua do Piau?,PI
3078,Olho d'?gua Grande,AL
2614,Olho-d'?gua do Borges,RN
3444,Olhos-d'?gua,MG
3031,Olinda,PE
915,Olinda Nova do Maranh?o,MA
1197,Olindina,BA
2803,Olivedos,PB
3733,Oliveira,MG
1264,Oliveira dos Brejinhos,BA
3058,Oliven?a,AL
3287,On?a de Pitangui,MG
695,Oriximin?,PA
2174,Orizona,GO
3483,Oriz?nia,MG
393,Orleans,SC
2957,Orob?,PE
2914,Oroc?,PE
221,Ortigueira,PR
2537,Or?s,CE
3925,Osvaldo Cruz,SP
1472,Os?rio,RS
447,Otac?lio Costa,SC
2883,Ouricuri,PE
802,Ouril?ndia do Norte,PA
3794,Ourinhos,SP
1163,Ouri?angas,BA
474,Ouro,SC
3045,Ouro Branco,AL
3350,Ouro Fino,MG
3511,Ouro Preto,MG
620,Ouro Preto do Oeste,RO
2779,Ouro Velho,PB
3622,Ouro Verde de Minas,MG
3886,Ouroeste,SP
1135,Ourol?ndia,BA
764,Our?m,PA
3918,Pacaembu,SP
2486,Pacajus,CE
776,Pacaj?,PA
2484,Pacatuba,CE
2471,Pacoti,CE
2432,Pacuj?,CE
2147,Padre Bernardo,GO
3427,Padre Carvalho,MG
2373,Padre Marcos,PI
3623,Padre Para?so,MG
2396,Paes Landim,PI
3467,Pai Pedro,MG
3288,Paineiras,MG
599,Painel,SC
2317,Paje? do Piau?,PI
3046,Palestina,AL
792,Palestina do Par?,PA
2523,Palhano,CE
383,Palho?a,SC
520,Palma Sola,SC
3015,Palmares,PE
1727,Palmares do Sul,RS
311,Palmas,PR
1320,Palmas de Monte Alto,BA
232,Palmeira,PR
1730,Palmeira das Miss?es,RS
2309,Palmeira do Piau?,PI
3065,Palmeira dos ?ndios,AL
2268,Palmeirais,PI
868,Palmeirante,TO
1276,Palmeiras,BA
2193,Palmeiras de Goi?s,GO
862,Palmeiras do Tocantins,TO
908,Palmeir?ndia,MA
289,Palmital,PR
1735,Palmitinho,RS
491,Palmitos,SC
2472,Palm?cia,CE
3698,Palm?polis,MG
378,Palotina,PR
1737,Panambi,RS
17,Pancas,ES
2981,Panelas,PE
1653,Pantano Grande,RS
3289,Papagaios,MG
463,Papanduva,SC
125,Paracambi,RJ
3514,Paracatu,MG
2447,Paracuru,CE
801,Paragominas,PA
3658,Paragua?u,MG
3791,Paragua?u Paulista,SP
1032,Paraibano,MA
1418,Paraibuna,SP
2448,Paraipaba,CE
2504,Parambu,CE
1306,Paramirim,BA
2462,Paramoti,CE
358,Paranagu?,PR
3763,Paranapanema,SP
2971,Paranatama,PE
1988,Paranatinga,MT
150,Paranava?,PR
1898,Parana?ba,MS
1960,Parana?ta,MT
1934,Paranhos,MS
855,Paran?,TO
3584,Paraopeba,MG
3845,Parapu?,SP
2783,Parari,PB
1100,Paratinga,BA
122,Paraty,RJ
804,Parauapebas,PA
2647,Parazinho,RN
1738,Para?,RS
94,Para?ba do Sul,RJ
2163,Para?na,GO
500,Para?so,SC
1739,Para?so do Sul,RS
840,Para?so do Tocantins,TO
1708,Pareci Novo,RS
646,Parecis,RO
2643,Parelhas,RN
3038,Pariconha,AL
681,Parintins,AM
1198,Paripiranga,BA
3814,Pariquera-A?u,SP
2333,Parnagu?,PI
2886,Parnamirim,PE
2227,Parna?ba,PI
1740,Parob?,RS
3290,Par? de Minas,MG
2667,Passa e Fica,RN
3659,Passa Quatro,MG
1830,Passa Sete,RS
3300,Passa Tempo,MG
3505,Passab?m,MG
2668,Passagem,RN
1033,Passagem Franca,MA
2269,Passagem Franca do Piau?,PI
2951,Passira,PE
3103,Passo de Camaragibe,AL
550,Passo de Torres,SC
1762,Passo do Sobrado,RS
1741,Passo Fundo,RS
3524,Passos,MG
567,Passos Maia,SC
1034,Pastos Bons,MA
3465,Patis,MG
286,Pato Branco,PR
2737,Patos,PB
3207,Patos de Minas,MG
2376,Patos do Piau?,PI
3723,Patroc?nio,MG
126,Paty do Alferes,RJ
1405,Pau Brasil,BA
2600,Pau dos Ferros,RN
2994,Paudalho,PE
3762,Paula C?ndido,MG
326,Paula Freitas,PR
899,Paulino Neves,MA
2726,Paulista,PB
2378,Paulistana,PI
3735,Paulistas,MG
1089,Paulo Afonso,BA
1615,Paulo Bento,RS
327,Paulo Frontin,PR
3066,Paulo Jacinto,AL
388,Paulo Lopes,SC
941,Paulo Ramos,MA
1742,Paverama,RS
2302,Pavussu,PI
3605,Pav?o,MG
886,Pa?o do Lumiar,MA
2925,Pedra,PE
3697,Pedra Azul,MG
1433,Pedra Bela,SP
3556,Pedra Bonita,MG
2510,Pedra Branca,CE
3291,Pedra do Indai?,MG
2679,Pedra Grande,RN
2773,Pedra Lavrada,PB
3138,Pedra Mole,SE
2042,Pedra Preta,MT
1618,Pedras Altas,RS
2874,Pedras de Fogo,PB
3370,Pedras de Maria da Cruz,MG
399,Pedras Grandes,SC
3775,Pedregulho,SP
979,Pedreiras,MA
3184,Pedrinhas,SE
843,Pedro Afonso,TO
1175,Pedro Alexandre,BA
2627,Pedro Avelino,RN
23,Pedro Can?rio,ES
3849,Pedro de Toledo,SP
910,Pedro do Ros?rio,MA
2256,Pedro II,PI
3196,Pedro Leopoldo,MG
2854,Pedro R?gis,PB
2694,Pedro Velho,RN
1164,Pedr?o,BA
743,Peixe-Boi,PA
2049,Peixoto de Azevedo,MT
1490,Pelotas,RS
2566,Penaforte,CE
909,Penalva,MA
2586,Pend?ncias,RN
3117,Penedo,AL
2456,Pentecoste,CE
3783,Pen?polis,SP
3292,Pequi,MG
837,Pequizeiro,TO
3631,Perdizes,MG
3761,Perd?es,MG
3928,Pereira Barreto,SP
2532,Pereiro,CE
911,Peri Mirim,MA
3757,Periquito,MG
975,Peritor?,MA
160,Perobal,PR
3854,Peru?be,SP
579,Pescaria Brava,SC
2935,Pesqueira,PE
2915,Petrolina,PE
587,Petrol?ndia,SC
128,Petr?polis,RJ
3323,Pe?anha,MG
2746,Pianc?,PB
1277,Piat?,BA
3125,Pia?abu?u,AL
1480,Picada Caf?,RS
2342,Picos,PI
2774,Picu?,PB
3799,Piedade,SP
3224,Piedade de Caratinga,MG
3213,Piedade do Rio Grande,MG
3203,Piedade dos Gerais,MG
2864,Pilar,PB
2102,Pilar de Goi?s,GO
3860,Pilar do Sul,SP
2601,Pil?es,RN
2831,Pil?ezinhos,PB
1081,Pil?o Arcado,BA
635,Pimenta Bueno,RO
2280,Pimenteiras,PI
1414,Pindamonhangaba,SP
942,Pindar?-Mirim,MA
1321,Pinda?,BA
1107,Pindoba?u,BA
2477,Pindoretama,CE
1746,Pinhal,RS
1622,Pinhal da Serra,RS
1691,Pinhal Grande,RS
1434,Pinhalzinho,SP
116,Pinheiral,RJ
1736,Pinheirinho do Vale,RS
912,Pinheiro,MA
1747,Pinheiro Machado,RS
20,Pinheiros,ES
302,Pinh?o,PR
1165,Pintadas,BA
1535,Pinto Bandeira,RS
3377,Pint?polis,MG
2357,Pio IX,PI
981,Pio XII,MA
2511,Piquet Carneiro,CE
1416,Piracaia,SP
2172,Piracanjuba,GO
3301,Piracema,MG
3816,Piracicaba,SP
2229,Piracuruca,PI
3904,Piraju,SP
3913,Piraju?,SP
3170,Pirambu,SE
3715,Piranga,MG
3351,Pirangu?u,MG
3041,Piranhas,AL
923,Pirapemas,MA
1462,Pirapora do Bom Jesus,SP
3802,Pirapozinho,SP
1748,Pirap?,RS
349,Piraquara,PR
3774,Pirassununga,SP
1487,Piratini,RS
3909,Piratininga,SP
482,Piratuba,SC
115,Pira?,RJ
228,Pira? do Sul,PR
3678,Pira?ba,MG
2148,Piren?polis,GO
2438,Pires Ferreira,CE
2215,Piripiri,PI
1333,Pirip?,BA
1136,Piritiba,BA
2832,Pirpirituba,PB
290,Pitanga,PR
3293,Pitangui,MG
2875,Pitimbu,PB
841,Pium,TO
796,Pi?arra,PA
49,Pi?ma,ES
361,Pi?n,PR
2150,Planaltina,GO
1300,Planaltino,BA
263,Planalto,PR
659,Pl?cido de Castro,AC
2804,Pocinhos,PB
2031,Pocon?,MT
3235,Pocrane,MG
2727,Pombal,PB
3001,Pombos,PE
414,Pomerode,SC
3593,Pomp?u,MG
712,Ponta de Pedras,PA
233,Ponta Grossa,PR
1920,Ponta Por?,MS
370,Pontal do Paran?,PR
2173,Pontalina,GO
856,Ponte Alta do Bom Jesus,TO
3550,Ponte Nova,MG
1682,Ponte Preta,RS
568,Ponte Serrada,SC
2003,Pontes e Lacerda,MT
3383,Ponto Chique,MG
1137,Ponto Novo,BA
1650,Pont?o,RS
2439,Poranga,CE
2082,Porangatu,GO
77,Porci?ncula,RJ
2602,Portalegre,RN
2561,Porteiras,CE
3466,Porteirinha,MG
705,Portel,PA
2218,Porto,PI
1992,Porto Alegre do Norte,MT
2295,Porto Alegre do Piau?,PI
300,Porto Barreiro,PR
527,Porto Belo,SC
3100,Porto Calvo,AL
3134,Porto da Folha,SE
704,Porto de Moz,PA
3106,Porto de Pedras,AL
2583,Porto do Mangue,RN
1974,Porto dos Ga?chos,MT
2015,Porto Esperidi?o,MT
2006,Porto Estrela,MT
3840,Porto Feliz,SP
3558,Porto Firme,MG
1041,Porto Franco,MA
1750,Porto Lucena,RS
1884,Porto Murtinho,MS
844,Porto Nacional,TO
3126,Porto Real do Col?gio,AL
880,Porto Rico do Maranh?o,MA
1397,Porto Seguro,BA
574,Porto Uni?o,SC
608,Porto Velho,RO
1499,Porto Vera Cruz,RS
328,Porto Vit?ria,PR
650,Porto Walter,AC
1751,Porto Xavier,RS
1749,Port?o,RS
2133,Posse,GO
2549,Potengi,CE
1357,Potiragu?,BA
2533,Potiretama,CE
3606,Pot?,MG
3352,Pouso Alegre,MG
3660,Pouso Alto,MG
1752,Pouso Novo,RS
442,Pouso Redondo,SC
2035,Poxor?u,MT
2648,Po?o Branco,RN
2720,Po?o Dantas,PB
1527,Po?o das Antas,RS
3048,Po?o das Trincheiras,AL
2710,Po?o de Jos? de Moura,PB
3133,Po?o Redondo,SE
3150,Po?o Verde,SE
3538,Po?os de Caldas,MG
1351,Po??es,BA
2936,Po??o,PE
982,Po??o de Pedras,MA
3917,Pracinha,SP
806,Pracu?ba,AP
1398,Prado,BA
3567,Prados,MG
551,Praia Grande,SC
820,Praia Norte,TO
699,Prainha,PA
264,Pranchita,PR
2780,Prata,PB
3683,Presidente Bernardes,MG
477,Presidente Castello Branco,SC
1002,Presidente Dutra,MA
3895,Presidente Epit?cio,SP
674,Presidente Figueiredo,AM
437,Presidente Get?lio,SC
894,Presidente Juscelino,MA
1334,Presidente J?nio Quadros,BA
72,Presidente Kennedy,RJ
1678,Presidente Lucena,RS
619,Presidente M?dici,RO
439,Presidente Nereu,SC
3530,Presidente Oleg?rio,MG
3787,Presidente Prudente,SP
913,Presidente Sarney,MA
1364,Presidente Tancredo Neves,BA
924,Presidente Vargas,MA
3891,Presidente Venceslau,SP
744,Primavera,PA
636,Primavera de Rond?nia,RO
2033,Primavera do Leste,MT
901,Primeira Cruz,MA
2761,Princesa Isabel,PB
1753,Progresso,RS
3887,Promiss?o,SP
3162,Propri?,SE
318,Prudent?polis,PR
2680,Pureza,RN
1754,Putinga,RS
2836,Puxinan?,PB
1206,P? de Serra,BA
3047,P?o de A??car,AL
262,P?rola d'Oeste,PR
1755,Quara?,RS
745,Quatipuru,PA
146,Quatis,RJ
350,Quatro Barras,PR
1684,Quatro Irm?os,RS
3792,Quat?,SP
3067,Quebrangulo,AL
305,Quedas do Igua?u,PR
2380,Queimada Nova,PI
1183,Queimadas,BA
144,Queimados,RJ
1999,Quer?ncia,MT
151,Quer?ncia do Norte,PR
1689,Quevedos,RS
1184,Quijingue,BA
498,Quilombo,SC
1756,Quinze de Novembro,RS
3016,Quipap?,PE
2187,Quirin?polis,GO
92,Quissam?,RJ
362,Quitandinha,PR
2493,Quiterian?polis,CE
2738,Quixaba,PB
1138,Quixabeira,BA
2499,Quixad?,CE
2538,Quixel?,CE
2500,Quixeramobim,CE
2524,Quixer?,CE
2603,Rafael Fernandes,RN
2615,Rafael Godeiro,RN
1166,Rafael Jambeiro,BA
387,Rancho Queimado,SC
887,Raposa,MA
3736,Raposos,MG
3559,Raul Soares,MG
265,Realeza,PR
321,Rebou?as,PR
851,Recursol?ndia,TO
1757,Redentora,RS
794,Reden??o,PA
2310,Reden??o do Gurgu?ia,PI
3406,Reduto,MG
2270,Regenera??o,PI
3796,Registro,SP
1758,Relvado,RS
1082,Remanso,BA
2806,Rem?gio,PB
2440,Reriutaba,CE
117,Resende,RJ
3568,Resende Costa,MG
222,Reserva,PR
303,Reserva do Igua?u,PR
3318,Resplendor,MG
3215,Ressaquinha,MG
1759,Restinga S?ca,RS
1207,Retirol?ndia,BA
821,Riachinho,TO
2937,Riacho das Almas,PE
1322,Riacho de Santana,BA
2793,Riacho de Santo Ant?nio,PB
2708,Riacho dos Cavalos,PB
3468,Riacho dos Machados,MG
2334,Riacho Frio,PI
2670,Riachuelo,RN
1044,Riach?o,MA
1063,Riach?o das Neves,BA
2841,Riach?o do Bacamarte,PB
3154,Riach?o do Dantas,SE
1208,Riach?o do Jacu?pe,BA
2869,Riach?o do Po?o,PB
962,Ribamar Fiquene,MA
1901,Ribas do Rio Pardo,MS
3811,Ribeira,SP
1199,Ribeira do Amparo,BA
2384,Ribeira do Piau?,PI
1200,Ribeira do Pombal,BA
2285,Ribeiro Gon?alves,PI
3017,Ribeir?o,PE
3821,Ribeir?o Branco,SP
1993,Ribeir?o Cascalheira,MT
208,Ribeir?o Claro,PR
1358,Ribeir?o do Largo,BA
203,Ribeir?o do Pinhal,PR
3876,Ribeir?o Grande,SP
3734,Ribeir?o Vermelho,MG
3139,Ribeir?polis,SE
3204,Rio Acima,MG
322,Rio Azul,PR
30,Rio Bananal,ES
132,Rio Bonito,RJ
306,Rio Bonito do Igua?u,PR
660,Rio Branco,AC
183,Rio Branco do Iva?,PR
351,Rio Branco do Sul,PR
1921,Rio Brilhante,MS
118,Rio Claro,RJ
119,Rio das Flores,RJ
106,Rio das Ostras,RJ
1278,Rio de Contas,BA
1335,Rio do Ant?nio,BA
441,Rio do Campo,SC
2678,Rio do Fogo,RN
600,Rio do Oeste,SC
1307,Rio do Pires,BA
605,Rio do Sul,SC
419,Rio dos Cedros,SC
1715,Rio dos ?ndios,RS
3718,Rio Espera,MG
3018,Rio Formoso,PE
1760,Rio Grande,RS
2395,Rio Grande do Piau?,PI
3111,Rio Largo,AL
3197,Rio Manso,MG
595,Rio Negrinho,SC
363,Rio Negro,PR
3392,Rio Novo,MG
50,Rio Novo do Sul,ES
1761,Rio Pardo,RS
3435,Rio Pardo de Minas,MG
3394,Rio Preto,MG
675,Rio Preto da Eva,AM
1220,Rio Real,BA
456,Rio Rufino,SC
852,Rio Sono,TO
2860,Rio Tinto,PB
2159,Rio Verde,GO
3254,Rio Vermelho,MG
3914,Riol?ndia,SP
1492,Riozinho,RS
515,Riqueza,SC
3569,Rit?polis,MG
3798,Riversul,SP
1764,Roca Sales,RS
1766,Rodeio Bonito,RS
1090,Rodelas,BA
2604,Rodolfo Fernandes,RN
651,Rodrigues Alves,AC
1809,Rolador,RS
1479,Rolante,RS
645,Rolim de Moura,RO
508,Romel?ndia,SC
173,Roncador,PR
1767,Ronda Alta,RS
1768,Rondinha,RS
1949,Rondol?ndia,MT
161,Rondon,PR
2043,Rondon?polis,MT
1769,Roque Gonzales,RS
689,Rorain?polis,RR
3920,Rosana,SP
896,Ros?rio,MA
3489,Ros?rio da Limeira,MG
3175,Ros?rio do Catete,SE
193,Ros?rio do Iva?,PR
1770,Ros?rio do Sul,RS
2022,Ros?rio Oeste,MT
3120,Roteiro,AL
3437,Rubelita,MG
2103,Rubiataba,GO
3699,Rubim,MG
3831,Rubi?cea,SP
771,Rur?polis,PA
2525,Russas,CE
1150,Ruy Barbosa,BA
3205,Sabar?,MG
3333,Sabin?polis,MG
2505,Saboeiro,CE
3632,Sacramento,MG
1731,Sagrada Fam?lia,RS
2982,Sair?,PE
1411,Sales?polis,SP
440,Salete,SC
2766,Salgadinho,PB
3185,Salgado,SE
2846,Salgado de S?o F?lix,PB
276,Salgado Filho,PR
2887,Salgueiro,PE
3438,Salinas,MG
1242,Salinas da Margarida,BA
732,Salin?polis,PA
2550,Salitre,CE
2972,Salo?,PE
517,Saltinho,SC
3743,Salto da Divisa,MG
3890,Salto de Pirapora,SP
2017,Salto do C?u,MT
216,Salto do Itarar?,PR
1771,Salto do Jacu?,RS
278,Salto do Lontra,PR
1251,Salvador,BA
1584,Salvador das Miss?es,RS
1772,Salvador do Sul,RS
713,Salvaterra,PA
822,Sampaio,TO
1773,Sananduva,RS
2198,Sanclerl?ndia,GO
401,Sang?o,SC
2938,Sanhar?,PE
1465,Sant'Ana do Livramento,RS
204,Santa Am?lia,PR
1441,Santa Branca,SP
1176,Santa Br?gida,BA
